iter	Passed	Remaining
329	21478	76152
330	21538	76068
331	21610	76026
332	21675	75961
333	21739	75892
334	21811	75851
335	21874	75779
336	21934	75697
337	21997	75623
338	22054	75532
339	22118	75463
340	22182	75394
341	22240	75305
342	22305	75239
343	22360	75142
344	22419	75057
345	22471	74947
346	22544	74909
347	22602	74822
348	22671	74772
349	22732	74692
350	22793	74615
351	22860	74557
352	22913	74451
353	22971	74365
354	23033	74290
355	23092	74206
356	23159	74149
357	23215	74056
358	23277	73981
359	23332	73885
360	23400	73831
361	23464	73763
362	23521	73673
363	23581	73593
364	23638	73506
365	23700	73432
366	23767	73374
367	23829	73301
368	23885	73208
369	23950	73147
370	24007	73058
371	24071	72992
372	24123	72886
373	24181	72804
374	24243	72731
375	24305	72657
376	24368	72589
377	24427	72507
378	24489	72433
379	24547	72350
380	24612	72286
381	24671	72206
382	24728	72118
383	24795	72062
384	24852	71976
385	24916	71909
386	24986	71860
387	25040	71765
388	25096	71676
389	25157	71601
390	25225	71548
391	25297	71502
392	25353	71416
393	25409	71327
394	25481	71284
395	25541	71205
396	25599	71123
397	25656	71038
398	25722	70978
399	25790	70924
400	25858	70869
401	25930	70824
402	25983	70730
403	26036	70634
404	26093	70550
405	26152	70471
406	26214	70399
407	26270	70313
408	26326	70224
409	26392	70166
410	26449	70080
411	26505	69995
412	26571	69934
413	26621	69833
414	26682	69759
415	26747	69697
416	26803	69611
417	26856	69517
418	26921	69454
419	26993	69411
420	27063	69362
421	27138	69325
422	27201	69257
423	27265	69191
424	27317	69098
425	27374	69014
426	27433	68936
427	27489	68852
428	27545	68766
429	27599	68679
430	27659	68604
431	27716	68520
432	27771	68434
433	27835	68371
434	27889	68281
435	27955	68221
436	28025	68172
437	28089	68108
438	28160	68059
439	28215	67973
440	28266	67877
441	28329	67811
442	28389	67737
443	28455	67677
444	28512	67597
445	28566	67508
446	28625	67434
447	28681	67351
448	28737	67268
449	28789	67176
450	28845	67093
451	28898	67002
452	28947	66905
453	29007	66833
454	29068	66761
455	29127	66687
456	29180	66596
457	29234	66511
458	29291	66432
459	29350	66357
460	29412	66289
461	29470	66212
462	29529	66138
463	29591	66070
464	29656	66009
465	29708	65920
466	29778	65870
467	29837	65794
468	29891	65710
469	29953	65641
470	30008	65560
471	30072	65496
472	30140	65441
473	30200	65371
474	30273	65327
475	30346	65283
476	30398	65195
477	30463	65133
478	30524	65062
479	30586	64996
480	30646	64924
481	30710	64862
482	30768	64785
483	30815	64686
484	30875	64614
485	30937	64548
486	30994	64471
487	31048	64388
488	31111	64323
489	31178	64266
490	31238	64194
491	31296	64119
492	31366	64068
493	31430	64006
494	31489	63932
495	31546	63855
496	31606	63784
497	31660	63703
498	31715	63621
499	31771	63543
500	31824	63459
501	31888	63395
502	31948	63324
503	31995	63229
504	32054	63156
505	32115	63089
506	32183	63033
507	32266	63007
508	32325	62936
509	32397	62889
510	32467	62839
511	32535	62783
512	32601	62724
513	32669	62669
514	32723	62587
515	32786	62523
516	32853	62465
517	32912	62394
518	32976	62330
519	33037	62263
520	33093	62185
521	33148	62105
522	33204	62028
523	33256	61944
524	33321	61882
525	33387	61824
526	33450	61760
527	33500	61670
528	33549	61581
529	33614	61520
530	33666	61436
531	33721	61358
532	33775	61278
533	33834	61205
534	33888	61126
535	33947	61054
536	33997	60967
537	34060	60903
538	34124	60842
539	34179	60764
540	34240	60695
541	34303	60633
542	34366	60569
543	34433	60511
544	34485	60428
545	34543	60355
546	34606	60292
547	34667	60224
548	34731	60164
549	34814	60133
550	34872	60061
551	34922	59976
552	34975	59894
553	35029	59816
554	35089	59747
555	35146	59673
556	35208	59607
557	35268	59539
558	35320	59458
559	35384	59396
560	35452	59340
561	35512	59270
562	35562	59186
563	35613	59103
564	35666	59023
565	35713	58933
566	35766	58853
567	35818	58773
568	35869	58689
569	35927	58619
570	35985	58546
571	36044	58477
572	36094	58393
573	36153	58323
574	36209	58249
575	36263	58173
576	36310	58084
577	36376	58025
578	36450	57980
579	36521	57930
580	36577	57855
581	36641	57794
582	36701	57727
583	36752	57646
584	36814	57580
585	36877	57519
586	36945	57463
587	37017	57414
588	37084	57358
589	37158	57312
590	37236	57272
591	37292	57198
592	37370	57157
593	37432	57094
594	37495	57031
595	37556	56965
596	37628	56916
597	37694	56856
598	37749	56782
599	37805	56708
600	37860	56633
601	37914	56556
602	37973	56488
603	38044	56436
604	38095	56356
605	38157	56291
606	38231	56244
607	38285	56168
608	38347	56104
609	38403	56031
610	38454	55951
611	38514	55883
612	38577	55820
613	38630	55743
614	38682	55665
615	38741	55597
616	38806	55536
617	38869	55473
618	38932	55410
619	38986	55335
620	39035	55252
621	39088	55175
622	39142	55100
623	39198	55028
624	39255	54957
625	39325	54905
626	39388	54841
627	39448	54775
628	39523	54729
629	39585	54665
630	39662	54621
631	39739	54579
632	39798	54510
633	39856	54441
634	39915	54373
635	39976	54307
636	40032	54234
637	40095	54172
638	40166	54120
639	40212	54036
640	40267	53962
641	40333	53903
642	40387	53829
643	40444	53758
644	40518	53710
645	40575	53640
646	40648	53590
647	40718	53537
648	40781	53475
649	40841	53408
650	40904	53345
651	40965	53279
652	41024	53212
653	41083	53145
654	41150	53086
655	41213	53025
656	41268	52952
657	41325	52881
658	41386	52816
659	41457	52764
660	41513	52692
661	41578	52632
662	41633	52560
663	41693	52493
664	41753	52427
665	41818	52366
666	41884	52308
667	41946	52244
668	42011	52184
669	42061	52105
670	42116	52033
671	42176	51967
672	42236	51900
673	42301	51841
674	42359	51772
675	42414	51700
676	42466	51624
677	42519	51550
678	42592	51500
679	42652	51434
680	42709	51364
681	42770	51300
682	42833	51236
683	42887	51163
684	42945	51096
685	43002	51025
686	43049	50945
687	43099	50867
688	43160	50802
689	43220	50736
690	43277	50668
691	43335	50599
692	43393	50531
693	43461	50475
694	43520	50408
695	43588	50352
696	43639	50276
697	43691	50201
698	43751	50135
699	43804	50062
700	43866	49998
701	43929	49937
702	43989	49871
703	44057	49814
704	44127	49760
705	44188	49696
706	44248	49630
707	44307	49564
708	44357	49488
709	44416	49421
710	44469	49347
711	44518	49270
712	44574	49200
713	44642	49144
714	44706	49082
715	44761	49012
716	44822	48948
717	44889	48890
718	44957	48834
719	45012	48763
720	45068	48694
721	45127	48627
722	45195	48570
723	45244	48494
724	45301	48426
725	45353	48351
726	45404	48277
727	45459	48206
728	45510	48132
729	45563	48060
730	45613	47985
731	45684	47931
732	45735	47857
733	45794	47790
734	45847	47719
735	45912	47659
736	45970	47592
737	46031	47528
738	46085	47457
739	46135	47382
740	46206	47328
741	46265	47262
742	46333	47206
743	46387	47136
744	46445	47068
745	46498	46997
746	46555	46929
747	46619	46868
748	46686	46810
749	46739	46739
750	46809	46684
751	46875	46626
752	46935	46561
753	46993	46495
754	47054	46430
755	47103	46355
756	47155	46283
757	47209	46212
758	47269	46148
759	47325	46080
760	47391	46021
761	47459	45964
762	47526	45907
763	47591	45847
764	47649	45781
765	47716	45723
766	47786	45668
767	47842	45599
768	47904	45537
769	47967	45475
770	48027	45411
771	48082	45341
772	48150	45284
773	48205	45216
774	48265	45151
775	48320	45082
776	48371	45009
777	48433	44947
778	48502	44891
779	48561	44825
780	48619	44759
781	48684	44699
782	48748	44639
783	48802	44569
784	48864	44507
785	48925	44443
786	48978	44373
787	49034	44305
788	49087	44235
789	49157	44179
790	49225	44122
791	49283	44056
792	49341	43990
793	49395	43920
794	49453	43855
795	49507	43785
796	49568	43722
797	49627	43657
798	49684	43590
799	49756	43537
800	49806	43463
801	49859	43393
802	49930	43339
803	49979	43265
804	50037	43200
805	50099	43137
806	50157	43071
807	50216	43007
808	50272	42940
809	50331	42875
810	50381	42802
811	50437	42735
812	50489	42664
813	50536	42589
814	50602	42531
815	50665	42469
816	50726	42406
817	50781	42338
818	50842	42275
819	50899	42209
820	50959	42145
821	51026	42087
822	51079	42017
823	51149	41962
824	51215	41903
825	51298	41858
826	51349	41787
827	51410	41724
828	51564	41737
829	51620	41669
830	51683	41608
831	51748	41547
832	51800	41477
833	51853	41408
834	51908	41339
835	51956	41267
836	52009	41197
837	52073	41137
838	52136	41074
839	52189	41005
840	52250	40943
841	52301	40872
842	52354	40802
843	52406	40732
844	52467	40669
845	52522	40602
846	52580	40536
847	52639	40473
848	52714	40420
849	52782	40363
850	52828	40288
851	52889	40225
852	52948	40161
853	53014	40102
854	53081	40043
855	53139	39978
856	53201	39916
857	53254	39847
858	53313	39783
859	53370	39717
860	53430	39654
861	53486	39587
862	53543	39521
863	53604	39458
864	53654	39388
865	53710	39321
866	53775	39261
867	53835	39198
868	53897	39135
869	53953	39069
870	54004	38999
871	54053	38928
872	54107	38860
873	54168	38798
874	54219	38728
875	54279	38664
876	54344	38604
877	54393	38533
878	54446	38465
879	54509	38404
880	54561	38335
881	54621	38272
882	54681	38208
883	54743	38147
884	54808	38087
885	54873	38027
886	54926	37959
887	54969	37884
888	55023	37817
889	55084	37754
890	55150	37695
891	55209	37631
892	55267	37566
893	55342	37513
894	55399	37449
895	55472	37394
896	55544	37339
897	55605	37276
898	55665	37213
899	55720	37147
900	55784	37086
901	55842	37021
902	55895	36954
903	55953	36889
904	56009	36824
905	56077	36765
906	56132	36699
907	56189	36634
908	56248	36571
909	56298	36501
910	56350	36432
911	56401	36363
912	56448	36292
913	56501	36225
914	56555	36158
915	56620	36098
916	56673	36031
917	56726	35963
918	56781	35897
919	56839	35833
920	56889	35764
921	56949	35701
922	57002	35634
923	57057	35568
924	57113	35502
925	57155	35429
926	57206	35360
927	57279	35305
928	57348	35248
929	57401	35181
930	57457	35116
931	57522	35056
932	57602	35005
933	57689	34959
934	57763	34905
935	57834	34849
936	57885	34780
937	57943	34716
938	58007	34655
939	58064	34591
940	58118	34525
941	58180	34463
942	58233	34396
943	58293	34333
944	58351	34270
945	58404	34203
946	58457	34136
947	58508	34068
948	58568	34005
949	58619	33937
950	58679	33874
951	58739	33812
952	58787	33742
953	58841	33676
954	58912	33620
955	58970	33556
956	59036	33497
957	59099	33436
958	59157	33372
959	59225	33314
960	59294	33256
961	59353	33193
962	59406	33127
963	59475	33069
964	59531	33004
965	59605	32949
966	59667	32888
967	59751	32838
968	59818	32779
969	59877	32716
970	59946	32658
971	60018	32602
972	60088	32545
973	60156	32487
974	60224	32428
975	60280	32363
976	60351	32307
977	60413	32245
978	60477	32184
979	60541	32124
980	60604	32062
981	60664	32000
982	60723	31937
983	60788	31877
984	60851	31815
985	60914	31754
986	60983	31696
987	61052	31638
988	61111	31575
989	61172	31512
990	61233	31450
991	61292	31387
992	61359	31328
993	61417	31265
994	61486	31206
995	61551	31146
996	61616	31086
997	61672	31021
998	61738	30961
999	61803	30901
1000	61883	30848
1001	61948	30788
1002	62016	30730
1003	62088	30673
1004	62165	30619
1005	62235	30561
1006	62292	30496
1007	62373	30444
1008	62450	30389
1009	62516	30329
1010	62589	30273
1011	62643	30207
1012	62708	30146
1013	62770	30085
1014	62834	30024
1015	62900	29964
1016	62966	29904
1017	63020	29838
1018	63067	29769
1019	63135	29710
1020	63199	29649
1021	63262	29588
1022	63318	29524
1023	63383	29463
1024	63451	29404
1025	63499	29336
1026	63567	29276
1027	63633	29216
1028	63698	29156
1029	63755	29092
1030	63810	29027
1031	63871	28964
1032	63941	28906
1033	64005	28845
1034	64056	28778
1035	64122	28718
1036	64185	28657
1037	64252	28597
1038	64309	28533
1039	64370	28471
1040	64421	28404
1041	64483	28342
1042	64547	28282
1043	64624	28226
1044	64682	28163
1045	64748	28103
1046	64820	28045
1047	64881	27983
1048	64948	27923
1049	65002	27858
1050	65066	27797
1051	65131	27736
1052	65193	27674
1053	65256	27613
1054	65311	27548
1055	65381	27490
1056	65443	27428
1057	65509	27367
1058	65562	27302
1059	65614	27236
1060	65671	27172
1061	65726	27107
1062	65788	27045
1063	65839	26979
1064	65899	26916
1065	65960	26854
1066	66020	26791
1067	66086	26731
1068	66152	26671
1069	66210	26607
1070	66274	26546
1071	66324	26480
1072	66381	26416
1073	66439	26353
1074	66495	26289
1075	66560	26228
1076	66613	26163
1077	66676	26101
1078	66743	26041
1079	66814	25983
1080	66875	25921
1081	66927	25855
1082	66985	25792
1083	67038	25726
1084	67097	25664
1085	67149	25598
1086	67208	25535
1087	67266	25472
1088	67328	25410
1089	67376	25343
1090	67431	25278
1091	67503	25221
1092	67557	25156
1093	67610	25091
1094	67671	25029
1095	67737	24968
1096	67799	24907
1097	67863	24846
1098	67925	24784
1099	67983	24721
1100	68054	24662
1101	68112	24599
1102	68180	24540
1103	68260	24484
1104	68316	24420
1105	68372	24356
1106	68433	24294
1107	68505	24236
1108	68562	24172
1109	68617	24108
1110	68686	24049
1111	68745	23986
1112	68799	23922
1113	68860	23860
1114	68932	23801
1115	68995	23740
1116	69073	23683
1117	69138	23623
1118	69195	23559
1119	69239	23492
1120	69297	23428
1121	69357	23366
1122	69420	23304
1123	69470	23239
1124	69528	23176
1125	69621	23124
1126	69697	23067
1127	69750	23002
1128	69803	22938
1129	69915	22892
1130	70045	22852
1131	70175	22813
1132	70233	22750
1133	70301	22690
1134	70360	22626
1135	70425	22565
1136	70482	22502
1137	70546	22441
1138	70594	22374
1139	70649	22310
1140	70708	22247
1141	70764	22183
1142	70817	22118
1143	70875	22055
1144	70932	21992
1145	70986	21927
1146	71044	21864
1147	71105	21802
1148	71157	21737
1149	71216	21674
1150	71292	21617
1151	71375	21561
1152	71439	21500
1153	71495	21436
1154	71548	21371
1155	71613	21310
1156	71677	21249
1157	71729	21184
1158	71782	21119
1159	71837	21055
1160	71893	20992
1161	71951	20929
1162	72004	20864
1163	72056	20799
1164	72111	20735
1165	72168	20672
1166	72231	20611
1167	72292	20549
1168	72349	20485
1169	72417	20425
1170	72481	20364
1171	72531	20298
1172	72594	20237
1173	72659	20176
1174	72709	20111
1175	72769	20048
1176	72822	19984
1177	72884	19922
1178	72938	19858
1179	72994	19795
1180	73049	19731
1181	73115	19670
1182	73169	19606
1183	73228	19543
1184	73286	19481
1185	73353	19420
1186	73414	19358
1187	73471	19295
1188	73534	19234
1189	73598	19172
1190	73652	19108
1191	73707	19045
1192	73759	18980
1193	73812	18916
1194	73865	18852
1195	73918	18788
1196	73978	18726
1197	74033	18662
1198	74088	18599
1199	74145	18536
1200	74213	18476
1201	74276	18414
1202	74331	18351
1203	74384	18287
1204	74442	18224
1205	74507	18163
1206	74575	18103
1207	74633	18040
1208	74692	17977
1209	74745	17914
1210	74800	17850
1211	74853	17787
1212	74911	17724
1213	74970	17661
1214	75026	17598
1215	75081	17535
1216	75143	17473
1217	75200	17410
1218	75268	17350
1219	75321	17286
1220	75382	17224
1221	75448	17164
1222	75521	17104
1223	75589	17044
1224	75659	16984
1225	75732	16925
1226	75794	16863
1227	75855	16801
1228	75920	16740
1229	75978	16678
1230	76041	16616
1231	76103	16554
1232	76161	16492
1233	76224	16430
1234	76283	16368
1235	76340	16305
1236	76397	16242
1237	76452	16179
1238	76505	16116
1239	76566	16054
1240	76631	15993
1241	76696	15932
1242	76755	15869
1243	76812	15807
1244	76864	15743
1245	76915	15679
1246	76983	15618
1247	77030	15554
1248	77092	15492
1249	77147	15429
1250	77213	15368
1251	77272	15306
1252	77340	15245
1253	77399	15183
1254	77463	15122
1255	77532	15062
1256	77586	14998
1257	77640	14935
1258	77697	14872
1259	77755	14810
1260	77817	14748
1261	77880	14687
1262	77951	14627
1263	78021	14567
1264	78090	14506
1265	78153	14445
1266	78220	14384
1267	78281	14322
1268	78338	14260
1269	78415	14201
1270	78478	14139
1271	78529	14076
1272	78587	14013
1273	78649	13952
1274	78702	13888
1275	78771	13828
1276	78849	13769
1277	78903	13706
1278	78963	13644
1279	79017	13581
1280	79080	13519
1281	79135	13456
1282	79190	13393
1283	79251	13332
1284	79306	13269
1285	79362	13206
1286	79423	13144
1287	79487	13083
1288	79545	13021
1289	79607	12959
1290	79668	12897
1291	79751	12839
1292	79807	12776
1293	79868	12714
1294	79934	12653
1295	79988	12590
1296	80040	12527
1297	80106	12466
1298	80170	12405
1299	80238	12344
1300	80300	12282
1301	80360	12220
1302	80434	12160
1303	80489	12098
1304	80551	12036
1305	80610	11974
1306	80673	11912
1307	80730	11850
1308	80772	11785
1309	80834	11724
1310	80907	11664
1311	80966	11601
1312	81020	11539
1313	81079	11477
1314	81134	11414
1315	81199	11353
1316	81263	11291
1317	81320	11229
1318	81380	11167
1319	81447	11106
1320	81501	11043
1321	81561	10981
1322	81617	10919
1323	81669	10856
1324	81732	10794
1325	81789	10732
1326	81843	10669
1327	81899	10607
1328	81952	10544
1329	82010	10482
1330	82068	10420
1331	82127	10358
1332	82174	10294
1333	82230	10232
1334	82289	10170
1335	82348	10108
1336	82408	10046
1337	82469	9985
1338	82532	9923
1339	82594	9861
1340	82655	9800
1341	82712	9738
1342	82765	9675
1343	82826	9613
1344	82888	9552
1345	82954	9491
1346	83016	9429
1347	83077	9367
1348	83138	9306
1349	83215	9246
1350	83284	9185
1351	83344	9123
1352	83406	9061
1353	83461	8999
1354	83514	8937
1355	83575	8875
1356	83636	8813
1357	83699	8752
1358	83757	8690
1359	83810	8627
1360	83868	8565
1361	83920	8502
1362	83976	8440
1363	84027	8378
1364	84084	8316
1365	84141	8254
1366	84206	8192
1367	84273	8131
1368	84339	8070
1369	84386	8007
1370	84446	7945
1371	84509	7884
1372	84566	7822
1373	84619	7759
1374	84675	7697
1375	84743	7636
1376	84808	7575
1377	84866	7513
1378	84925	7451
1379	84990	7390
1380	85051	7328
1381	85128	7268
1382	85203	7208
1383	85256	7145
1384	85317	7084
1385	85374	7022
1386	85430	6960
1387	85500	6899
1388	85554	6836
1389	85610	6774
1390	85665	6712
1391	85727	6651
1392	85778	6588
1393	85834	6526
1394	85889	6464
1395	85947	6402
1396	86000	6340
1397	86058	6278
1398	86117	6217
1399	86177	6155
1400	86231	6093
1401	86292	6031
1402	86351	5970
1403	86415	5908
1404	86471	5846
1405	86525	5784
1406	86589	5723
1407	86645	5661
1408	86699	5599
1409	86744	5536
1410	86797	5474
1411	86855	5413
1412	86907	5350
1413	86969	5289
1414	87011	5226
1415	87071	5165
1416	87128	5103
1417	87185	5041
1418	87256	4980
1419	87318	4919
1420	87381	4857
1421	87432	4795
1422	87489	4734
1423	87542	4672
1424	87601	4610
1425	87651	4548
1426	87704	4486
1427	87755	4424
1428	87811	4362
1429	87869	4301
1430	87922	4239
1431	87983	4177
1432	88038	4116
1433	88098	4054
1434	88166	3993
1435	88217	3931
1436	88274	3870
1437	88326	3808
1438	88371	3746
1439	88427	3684
1440	88482	3622
1441	88551	3561
1442	88615	3500
1443	88672	3438
1444	88735	3377
1445	88787	3315
1446	88840	3253
1447	88895	3192
1448	88946	3130
1449	89001	3069
1450	89058	3007
1451	89113	2945
1452	89167	2884
1453	89216	2822
1454	89270	2760
1455	89327	2699
1456	89412	2638
1457	89479	2577
1458	89545	2516
1459	89602	2454
1460	89670	2393
1461	89721	2332
1462	89775	2270
1463	89838	2209
1464	89895	2147
1465	89948	2086
1466	90009	2024
1467	90061	1963
1468	90130	1901
1469	90178	1840
1470	90233	1778
1471	90276	1717
1472	90346	1656
1473	90409	1594
1474	90469	1533
1475	90512	1471
1476	90575	1410
1477	90649	1349
1478	90705	1287
1479	90759	1226
1480	90814	1165
1481	90870	1103
1482	90936	1042
1483	90990	981
1484	91049	919
1485	91105	858
1486	91161	796
1487	91217	735
1488	91281	674
1489	91332	612
1490	91389	551
1491	91455	490
1492	91520	429
1493	91588	367
1494	91640	306
1495	91705	245
1496	91768	183
1497	91834	122
1498	91893	61
1499	91946	0
