iter	Logloss
272	0.2392878166
273	0.2392666629
274	0.239233764
275	0.2392103476
276	0.2391875102
277	0.2391697321
278	0.2391481702
279	0.2391273181
280	0.2391073546
281	0.2390886762
282	0.2390699063
283	0.2390418505
284	0.2390094736
285	0.2389867001
286	0.2389672717
287	0.2389478247
288	0.2389220833
289	0.2389025957
290	0.2388775444
291	0.2388528574
292	0.2388157251
293	0.2387994919
294	0.2387845146
295	0.2387593589
296	0.2387304669
297	0.2387144221
298	0.2386863007
299	0.2386669851
300	0.2386478653
301	0.238633781
302	0.2386070622
303	0.2385846395
304	0.2385614238
305	0.2385447739
306	0.23851563
307	0.2384967834
308	0.2384749636
309	0.2384538347
310	0.2384227406
311	0.238403896
312	0.2383906354
313	0.2383639704
314	0.2383478998
315	0.2383243097
316	0.2382919027
317	0.2382708994
318	0.2382438511
319	0.2382201026
320	0.2382062407
321	0.2381820506
322	0.2381528177
323	0.238131098
324	0.2381047972
325	0.2380831244
326	0.2380639258
327	0.2380433343
328	0.2380226148
329	0.2380061722
330	0.2379880226
331	0.2379675303
332	0.2379490241
333	0.2379323782
334	0.2379027714
335	0.2378750234
336	0.2378535169
337	0.2378326942
338	0.2378154521
339	0.2377901667
340	0.2377715771
341	0.2377542619
342	0.2377262655
343	0.2377015508
344	0.2376848525
345	0.2376712943
346	0.23764423
347	0.237622056
348	0.2376013484
349	0.2375815386
350	0.237559231
351	0.2375374049
352	0.237521824
353	0.2375076562
354	0.2374895446
355	0.2374681708
356	0.2374368687
357	0.2374194833
358	0.2373956115
359	0.2373807059
360	0.2373555663
361	0.2373412037
362	0.2373294684
363	0.237317234
364	0.237303051
365	0.2372853067
366	0.2372665839
367	0.2372483757
368	0.237228474
369	0.2372066528
370	0.2371904853
371	0.2371743146
372	0.2371559453
373	0.2371309784
374	0.2371115218
375	0.2370916498
376	0.2370741583
377	0.2370525342
378	0.2370339331
379	0.2370167169
380	0.2369899417
381	0.2369680707
382	0.2369440545
383	0.2369174005
384	0.2368973671
385	0.2368774986
386	0.2368483507
387	0.2368346298
388	0.2368230861
389	0.2368058397
390	0.2367814638
391	0.2367609611
392	0.2367401113
393	0.2367151305
394	0.2366879504
395	0.2366680779
396	0.2366522486
397	0.2366410764
398	0.2366221246
399	0.2365969616
400	0.2365815722
401	0.2365651622
402	0.2365505542
403	0.236533304
404	0.2365155124
405	0.2364869952
406	0.2364711312
407	0.2364544884
408	0.2364339082
409	0.2364077288
410	0.2363875034
411	0.2363684589
412	0.2363422339
413	0.2363300365
414	0.2363083313
415	0.2362876496
416	0.2362703605
417	0.2362504803
418	0.236224619
419	0.2362029444
420	0.236180673
421	0.2361637985
422	0.236140832
423	0.2361179511
424	0.2361017263
425	0.2360880626
426	0.2360716757
427	0.2360574205
428	0.2360439254
429	0.2360269768
430	0.2360097864
431	0.2359922709
432	0.2359780716
433	0.2359535852
434	0.235940547
435	0.2359234027
436	0.2359057944
437	0.2358879613
438	0.2358645635
439	0.2358506124
440	0.235834706
441	0.2358178319
442	0.2357973525
443	0.2357794076
444	0.2357649822
445	0.2357479346
446	0.2357303455
447	0.2357092212
448	0.2356972232
449	0.2356771943
450	0.2356602121
451	0.235638516
452	0.2356259442
453	0.2356030512
454	0.235589136
455	0.2355701374
456	0.235549156
457	0.2355300204
458	0.2355122882
459	0.2354973921
460	0.2354788674
461	0.2354566415
462	0.2354366191
463	0.2354182056
464	0.2353964063
465	0.235383819
466	0.2353636198
467	0.2353439109
468	0.2353221495
469	0.2352994518
470	0.2352801739
471	0.2352627693
472	0.2352504157
473	0.2352306989
474	0.2352107954
475	0.2351923497
476	0.2351810919
477	0.235161256
478	0.2351403384
479	0.2351174989
480	0.2351035453
481	0.2350816837
482	0.2350590544
483	0.2350486738
484	0.235025658
485	0.2350064197
486	0.2349896583
487	0.2349737267
488	0.2349517092
489	0.2349258258
490	0.2349082125
491	0.2348852977
492	0.23486551
493	0.2348421801
494	0.2348250302
495	0.2348045631
496	0.2347829089
497	0.2347622577
498	0.23474681
499	0.2347291804
500	0.2347145127
501	0.2346959965
502	0.2346773694
503	0.2346690908
504	0.2346531705
505	0.2346381701
506	0.2346207934
507	0.2345994947
508	0.2345841318
509	0.234565993
510	0.2345515689
511	0.2345360749
512	0.2345208257
513	0.2345028438
514	0.2344890325
515	0.2344667072
516	0.2344471477
517	0.2344292045
518	0.2344098091
519	0.2343960308
520	0.23438159
521	0.2343633436
522	0.2343397742
523	0.2343172741
524	0.2342973524
525	0.2342778639
526	0.2342561922
527	0.2342470724
528	0.2342401157
529	0.2342224538
530	0.2342058092
531	0.2341909696
532	0.2341774943
533	0.2341598315
534	0.2341467379
535	0.2341349209
536	0.2341227064
537	0.2341028861
538	0.2340774231
539	0.2340597427
540	0.2340382208
541	0.2340211895
542	0.2340079747
543	0.2339956018
544	0.2339922555
545	0.2339798733
546	0.2339624579
547	0.2339499634
548	0.2339422801
549	0.2339209385
550	0.2339108021
551	0.2339007292
552	0.2338869387
553	0.2338750259
554	0.2338568997
555	0.2338391096
556	0.2338195709
557	0.2338020754
558	0.2337875488
559	0.2337672941
560	0.2337500461
561	0.2337340942
562	0.2337239175
563	0.2337078679
564	0.2336968873
565	0.2336956011
566	0.2336808542
567	0.2336585331
568	0.2336481049
569	0.2336312444
570	0.2336148321
571	0.2335984993
572	0.2335845657
573	0.2335685701
574	0.2335534023
575	0.2335412448
576	0.233534117
577	0.2335185523
578	0.2335029297
579	0.2334840309
580	0.2334698477
581	0.233452366
582	0.2334334034
583	0.2334205917
584	0.2334049296
585	0.2333883982
586	0.2333754949
587	0.2333545594
588	0.233337039
589	0.2333155833
590	0.2332960772
591	0.2332944199
592	0.2332768768
593	0.2332594418
594	0.2332479788
595	0.2332318602
596	0.2332130122
597	0.2331982771
598	0.233180241
599	0.2331647674
600	0.233152057
601	0.2331391934
602	0.2331260224
603	0.2331100962
604	0.2331025203
605	0.233084903
606	0.2330680048
607	0.2330482836
608	0.2330313913
609	0.2330187468
610	0.2330050519
611	0.2329907356
612	0.2329802915
613	0.2329741886
614	0.2329730374
615	0.2329554069
616	0.2329357061
617	0.2329258139
618	0.2329115194
619	0.2329020046
620	0.232891642
621	0.2328767942
622	0.2328625911
623	0.2328479043
624	0.2328270161
625	0.2328074485
626	0.2327898136
627	0.2327753394
628	0.232755987
629	0.2327399584
630	0.2327198777
631	0.2327006474
632	0.2326892744
633	0.2326731122
634	0.2326612313
635	0.2326452294
636	0.2326275979
637	0.2326110513
638	0.2325934452
639	0.2325860519
640	0.2325698001
641	0.2325471604
642	0.2325335547
643	0.2325201033
644	0.2325018288
645	0.2324962022
646	0.2324795036
647	0.2324670946
648	0.2324499521
649	0.2324317813
650	0.2324126654
651	0.2323962569
652	0.232386518
653	0.2323744275
654	0.2323572665
655	0.2323451433
656	0.2323314579
657	0.2323184872
658	0.2323029083
659	0.2322874794
660	0.2322841551
661	0.2322731771
662	0.2322652758
663	0.2322507655
664	0.2322333984
665	0.2322239802
666	0.2322038174
667	0.2321871051
668	0.2321677954
669	0.2321576391
670	0.2321468377
671	0.2321325867
672	0.2321206123
673	0.2321029682
674	0.2320851827
675	0.2320700564
676	0.2320529076
677	0.2320350364
678	0.2320154563
679	0.2320025709
680	0.2319894056
681	0.2319753591
682	0.231965171
683	0.2319540323
684	0.2319380724
685	0.2319226252
686	0.2319146463
687	0.2319061963
688	0.2318907223
689	0.2318786393
690	0.2318657136
691	0.2318504997
692	0.2318386465
693	0.2318197789
694	0.2318053569
695	0.2317922136
696	0.2317777682
697	0.2317666532
698	0.2317512974
699	0.2317354685
700	0.2317191928
701	0.2317096333
702	0.231697905
703	0.2316846369
704	0.2316678706
705	0.2316564446
706	0.2316419479
707	0.2316283498
708	0.2316185861
709	0.2316061872
710	0.2315954151
711	0.2315946133
712	0.2315747276
713	0.2315585471
714	0.2315441709
715	0.2315324484
716	0.2315207542
717	0.2315086624
718	0.231496718
719	0.2314869097
720	0.2314741303
721	0.2314572543
722	0.2314377097
723	0.231427492
724	0.231413221
725	0.2314019315
726	0.2313925668
727	0.2313778218
728	0.2313619274
729	0.2313432602
730	0.2313315994
731	0.2313141802
732	0.2313010294
733	0.2312826997
734	0.2312739426
735	0.2312573439
736	0.2312481445
737	0.2312351738
738	0.2312210439
739	0.2312137259
740	0.2311949843
741	0.2311797579
742	0.2311625359
743	0.2311528699
744	0.2311331967
745	0.2311201405
746	0.2310998836
747	0.2310841068
748	0.2310667356
749	0.2310532356
750	0.2310354642
751	0.2310223537
752	0.231006777
753	0.2309979603
754	0.2309837233
755	0.2309829572
756	0.2309673209
757	0.2309554531
758	0.2309379873
759	0.2309300823
760	0.2309132198
761	0.2309012238
762	0.2308855854
763	0.2308711338
764	0.2308531857
765	0.2308350258
766	0.2308183891
767	0.2308016791
768	0.230783913
769	0.2307678776
770	0.2307482083
771	0.2307355494
772	0.2307153486
773	0.2307054932
774	0.2306917743
775	0.2306796947
776	0.2306679451
777	0.2306533725
778	0.2306363083
779	0.2306278468
780	0.2306175117
781	0.2306036552
782	0.230588654
783	0.2305758542
784	0.2305602282
785	0.2305430138
786	0.2305305989
787	0.2305221713
788	0.2305053384
789	0.2304841947
790	0.2304682306
791	0.230455663
792	0.2304443952
793	0.2304329291
794	0.2304227133
795	0.230403595
796	0.2303916902
797	0.2303714453
798	0.2303622577
799	0.2303471456
800	0.2303360286
801	0.2303265392
802	0.2303109208
803	0.2303063323
804	0.2302921135
805	0.2302800742
806	0.2302653174
807	0.2302483836
808	0.2302355739
809	0.2302190459
810	0.2302096398
811	0.230195766
812	0.2301819514
813	0.2301813342
814	0.2301657887
815	0.2301486137
816	0.2301353157
817	0.2301262552
818	0.2301123627
819	0.23009991
820	0.2300855983
821	0.2300667703
822	0.2300554131
823	0.2300394905
824	0.2300217861
825	0.2300030818
826	0.2299887377
827	0.2299745636
828	0.2299598069
829	0.2299448989
830	0.2299287565
831	0.2299172545
832	0.2299077706
833	0.2299038704
834	0.2298915845
835	0.2298800464
836	0.2298688495
837	0.2298536558
838	0.2298370567
839	0.2298254636
840	0.2298151796
841	0.2297998767
842	0.2297878587
843	0.2297690365
844	0.2297513757
845	0.2297400147
846	0.229729392
847	0.2297148221
848	0.2296980013
849	0.2296812298
850	0.2296747196
851	0.229660176
852	0.2296427479
853	0.2296282225
854	0.2296135925
855	0.2296009056
856	0.2295854957
857	0.2295737713
858	0.2295612477
859	0.2295536677
860	0.2295427295
861	0.2295268451
862	0.2295073137
863	0.2294940506
864	0.2294870978
865	0.2294785239
866	0.2294667722
867	0.2294547981
868	0.229439845
869	0.2294270642
870	0.2294138633
871	0.229405273
872	0.2293952123
873	0.2293820907
874	0.2293720261
875	0.229357857
876	0.2293478615
877	0.2293380764
878	0.2293242663
879	0.2293115492
880	0.2293007578
881	0.2292897187
882	0.229275123
883	0.2292590262
884	0.2292453648
885	0.2292267848
886	0.2292141962
887	0.229213698
888	0.2291988397
889	0.2291815213
890	0.2291665481
891	0.2291473127
892	0.2291401197
893	0.2291246183
894	0.2291132972
895	0.2290970888
896	0.2290834752
897	0.2290728049
898	0.2290565157
899	0.229046836
900	0.2290325755
901	0.2290179754
902	0.2290027564
903	0.2289926276
904	0.2289737582
905	0.2289575741
906	0.2289487838
907	0.2289388978
908	0.2289286224
909	0.2289171263
910	0.2289067558
911	0.2288933464
912	0.2288868184
913	0.2288693619
914	0.2288582788
915	0.2288441872
916	0.2288336959
917	0.2288202946
918	0.2288081257
919	0.2287946113
920	0.2287843362
921	0.2287713795
922	0.2287609708
923	0.2287521462
924	0.2287395272
925	0.2287390231
926	0.2287273208
927	0.2287098116
928	0.2286917023
929	0.2286778519
930	0.2286649708
931	0.2286528405
932	0.2286378076
933	0.2286279432
934	0.2286101282
935	0.2285954448
936	0.2285865445
937	0.2285708844
938	0.228554823
939	0.2285428623
940	0.2285309575
941	0.2285138305
942	0.2284975252
943	0.228481914
944	0.2284712142
945	0.2284553853
946	0.2284466781
947	0.2284389791
948	0.2284235909
949	0.2284131945
950	0.2284038126
951	0.2283906477
952	0.228383189
953	0.2283696604
954	0.2283536768
955	0.2283435724
956	0.2283308258
957	0.2283190735
958	0.2283078551
959	0.2282905955
960	0.2282732486
961	0.2282598553
962	0.2282540715
963	0.2282429039
964	0.2282361851
965	0.2282216953
966	0.2282113445
967	0.2281999858
968	0.2281864626
969	0.2281859863
970	0.2281757746
971	0.2281612319
972	0.2281466476
973	0.2281315293
974	0.2281169393
975	0.2281109452
976	0.2280948962
977	0.2280819432
978	0.2280691887
979	0.2280580041
980	0.2280455176
981	0.2280323967
982	0.228017317
983	0.2280035565
984	0.2279889044
985	0.2279772972
986	0.2279634281
987	0.2279469148
988	0.2279352696
989	0.2279236466
990	0.2279124124
991	0.2279063205
992	0.2278897022
993	0.2278812449
994	0.2278693758
995	0.2278582668
996	0.227847884
997	0.2278363503
998	0.2278227285
999	0.2278085034
1000	0.2277970115
1001	0.2277846066
1002	0.227773025
1003	0.2277584923
1004	0.2277449262
1005	0.2277281089
1006	0.2277202869
1007	0.227703428
1008	0.2276917454
1009	0.2276794158
1010	0.2276665424
1011	0.2276568945
1012	0.2276467126
1013	0.2276317372
1014	0.2276164127
1015	0.2276040633
1016	0.2275896437
1017	0.2275790248
1018	0.2275743426
1019	0.2275590954
1020	0.2275477841
1021	0.2275354521
1022	0.2275216478
1023	0.2275109693
1024	0.2274958039
1025	0.2274889662
1026	0.2274754828
1027	0.2274628935
1028	0.2274514753
1029	0.2274433913
1030	0.2274305
1031	0.2274132179
1032	0.2274002769
1033	0.227386189
1034	0.2273795538
1035	0.2273675494
1036	0.2273542668
1037	0.2273396728
1038	0.2273314636
1039	0.2273168417
1040	0.2273034443
1041	0.2272961617
1042	0.2272845246
1043	0.2272656767
1044	0.2272567298
1045	0.2272402282
1046	0.2272271946
1047	0.2272202437
1048	0.2272023732
1049	0.2271922685
1050	0.22718314
1051	0.2271696353
1052	0.2271558968
1053	0.2271399352
1054	0.2271282526
1055	0.2271130014
1056	0.2271000725
1057	0.2270904844
1058	0.2270815566
1059	0.2270730319
1060	0.2270600277
1061	0.2270522493
1062	0.227034535
1063	0.2270338066
1064	0.2270257721
1065	0.2270113352
1066	0.2269968431
1067	0.2269891378
1068	0.2269755242
1069	0.226961206
1070	0.226947745
1071	0.2269388886
1072	0.2269240783
1073	0.2269074266
1074	0.2268944795
1075	0.2268841385
1076	0.226872207
1077	0.2268605166
1078	0.2268490266
1079	0.226837048
1080	0.2268295214
1081	0.2268207268
1082	0.2268065751
1083	0.2267964467
1084	0.2267835631
1085	0.2267743079
1086	0.2267609138
1087	0.2267477705
1088	0.2267325053
1089	0.226727587
1090	0.2267175142
1091	0.2267085825
1092	0.2266973072
1093	0.2266843762
1094	0.2266702445
1095	0.2266577678
1096	0.2266473179
1097	0.2266362047
1098	0.226623718
1099	0.2266126648
1100	0.2265954819
1101	0.2265848451
1102	0.2265694269
1103	0.2265553888
1104	0.2265404631
1105	0.2265268049
1106	0.2265124821
1107	0.2264966252
1108	0.2264866196
1109	0.2264735458
1110	0.2264574472
1111	0.2264454255
1112	0.2264378793
1113	0.2264257028
1114	0.2264105964
1115	0.22639891
1116	0.2263888789
1117	0.2263739294
1118	0.2263633067
1119	0.2263630586
1120	0.2263493893
1121	0.2263369011
1122	0.2263251054
1123	0.2263182637
1124	0.2263072672
1125	0.2262917081
1126	0.2262783819
1127	0.2262672411
1128	0.2262552645
1129	0.2262463168
1130	0.2262316949
1131	0.2262241461
1132	0.2262150395
1133	0.2262039463
1134	0.2261923076
1135	0.2261758379
1136	0.2261660116
1137	0.2261587052
1138	0.2261583936
1139	0.2261446702
1140	0.2261305325
1141	0.2261160987
1142	0.2261084395
1143	0.2261006729
1144	0.226089262
1145	0.2260809854
1146	0.226066597
1147	0.2260518241
1148	0.2260416018
1149	0.2260310264
1150	0.2260162438
1151	0.2260016038
1152	0.2259908145
1153	0.2259782348
1154	0.2259714728
1155	0.2259557156
1156	0.2259418002
1157	0.2259339979
1158	0.225925454
1159	0.2259128246
1160	0.2259025962
1161	0.2258869921
1162	0.2258713658
1163	0.2258624738
1164	0.2258499887
1165	0.2258363351
1166	0.2258241683
1167	0.2258111282
1168	0.2258004621
1169	0.2257868662
1170	0.2257708452
1171	0.2257622829
1172	0.2257507242
1173	0.2257374758
1174	0.2257291931
1175	0.2257162838
1176	0.2257097988
1177	0.225697148
1178	0.2256866943
1179	0.2256729217
1180	0.2256628036
1181	0.2256466873
1182	0.2256387164
1183	0.2256303346
1184	0.2256196862
1185	0.2256056556
1186	0.2255964718
1187	0.2255909263
1188	0.2255770662
1189	0.2255654933
1190	0.2255539754
1191	0.2255432296
1192	0.2255343337
1193	0.2255242704
1194	0.225508451
1195	0.225493525
1196	0.2254795461
1197	0.2254618019
1198	0.2254514234
1199	0.2254360382
1200	0.2254203023
1201	0.2254061366
1202	0.2253968536
1203	0.2253872711
1204	0.2253805424
1205	0.225366625
1206	0.2253593976
1207	0.2253455833
1208	0.2253331723
1209	0.2253208482
1210	0.2253096577
1211	0.2252963855
1212	0.2252819223
1213	0.2252680443
1214	0.2252544345
1215	0.2252420635
1216	0.2252336538
1217	0.2252278443
1218	0.2252152981
1219	0.2252098836
1220	0.2251979629
1221	0.225186995
1222	0.2251666327
1223	0.2251549603
1224	0.2251426426
1225	0.2251282351
1226	0.2251214669
1227	0.2251120707
1228	0.2250977801
1229	0.2250865103
1230	0.2250724901
1231	0.2250668037
1232	0.2250633304
1233	0.2250496253
1234	0.2250343183
1235	0.2250193966
1236	0.2250110128
1237	0.225000019
1238	0.2249864074
1239	0.2249745085
1240	0.2249620977
1241	0.2249468647
1242	0.224932449
1243	0.2249223906
1244	0.2249162754
1245	0.2249080027
1246	0.2248933112
1247	0.2248869796
1248	0.2248741639
1249	0.2248650676
1250	0.2248533572
1251	0.2248393744
1252	0.2248268047
1253	0.2248152414
1254	0.2248024574
1255	0.2247871209
1256	0.2247734134
1257	0.2247631621
1258	0.2247496833
1259	0.2247336535
1260	0.2247192417
1261	0.2247076227
1262	0.2246993261
1263	0.2246908571
1264	0.2246822889
1265	0.2246680735
1266	0.2246588341
1267	0.2246482591
1268	0.2246372711
1269	0.2246239747
1270	0.2246121726
1271	0.224604406
1272	0.2245909827
1273	0.2245757831
1274	0.224560953
1275	0.2245494611
1276	0.2245371494
1277	0.2245292516
1278	0.224513675
1279	0.2244993255
1280	0.2244907014
1281	0.2244770916
1282	0.2244667608
1283	0.224454164
1284	0.2244466197
1285	0.2244325732
1286	0.2244211011
1287	0.2244043393
1288	0.224389086
1289	0.2243802022
1290	0.2243696887
1291	0.2243566924
1292	0.2243477012
1293	0.224333436
1294	0.2243204671
1295	0.2243093442
1296	0.2243016672
1297	0.2242910842
1298	0.2242783538
1299	0.2242656591
1300	0.2242543734
1301	0.224248159
1302	0.2242391169
1303	0.2242292167
1304	0.2242142553
1305	0.2242051034
1306	0.2241935593
1307	0.2241770536
1308	0.2241767519
1309	0.2241618323
1310	0.2241475795
1311	0.2241404799
1312	0.2241281345
1313	0.2241152453
1314	0.2241000774
1315	0.2240869627
1316	0.2240720192
1317	0.2240611625
1318	0.2240502342
1319	0.2240358599
1320	0.2240269025
1321	0.2240180761
1322	0.2240110597
1323	0.2239985181
1324	0.2239863005
1325	0.2239734917
1326	0.223961269
1327	0.2239523991
1328	0.2239506386
1329	0.2239384221
1330	0.2239255305
1331	0.2239137747
1332	0.2239135683
1333	0.2239057823
1334	0.2238918601
1335	0.2238794273
1336	0.2238678758
1337	0.2238577572
1338	0.2238468865
1339	0.2238327994
1340	0.2238265294
1341	0.2238159026
1342	0.2238021852
1343	0.2237924243
1344	0.2237785048
1345	0.2237644855
1346	0.2237559211
1347	0.2237475709
1348	0.2237383676
1349	0.2237265778
1350	0.2237162271
1351	0.2237083834
1352	0.223696403
1353	0.223689496
1354	0.2236779305
1355	0.2236662856
1356	0.2236590551
1357	0.2236467214
1358	0.2236346679
1359	0.2236256509
1360	0.2236147802
1361	0.2236040741
1362	0.2235936994
1363	0.2235837001
1364	0.2235700646
1365	0.2235588287
1366	0.2235458653
1367	0.2235319797
1368	0.2235146665
1369	0.2235144442
1370	0.2234961451
1371	0.2234853001
1372	0.2234729461
1373	0.2234651318
1374	0.2234501384
1375	0.2234376004
1376	0.2234280493
1377	0.2234140504
1378	0.223402981
1379	0.2233897044
1380	0.2233779664
1381	0.223365176
1382	0.2233510286
1383	0.2233346184
1384	0.2233274157
1385	0.223316118
1386	0.2233000668
1387	0.223284014
1388	0.223271888
1389	0.2232586037
1390	0.2232482155
1391	0.2232328098
1392	0.2232169433
1393	0.2232048061
1394	0.2231904208
1395	0.2231813915
1396	0.2231709993
1397	0.2231608154
1398	0.2231504169
1399	0.2231398916
1400	0.2231288858
1401	0.2231150736
1402	0.2231060173
1403	0.2230900833
1404	0.2230827988
1405	0.2230722775
1406	0.2230585091
1407	0.2230467986
1408	0.2230343102
1409	0.2230297352
1410	0.2230226609
1411	0.2230074878
1412	0.2229950568
1413	0.2229805281
1414	0.2229802522
1415	0.2229725472
1416	0.2229636771
1417	0.2229549142
1418	0.2229455497
1419	0.2229379954
1420	0.222923014
1421	0.2229135048
1422	0.222899766
1423	0.2228920552
1424	0.2228750835
1425	0.2228672374
1426	0.222858258
1427	0.2228497811
1428	0.2228414249
1429	0.2228343556
1430	0.2228226075
1431	0.222807795
1432	0.2227972598
1433	0.2227886433
1434	0.2227793107
1435	0.2227790507
1436	0.222770135
1437	0.2227574462
1438	0.2227572617
1439	0.2227483003
1440	0.2227390035
1441	0.2227217862
1442	0.2227083747
1443	0.222697105
1444	0.2226860572
1445	0.2226755139
1446	0.2226718679
1447	0.2226629043
1448	0.2226575652
1449	0.2226489472
1450	0.2226374454
1451	0.2226256916
1452	0.2226138246
1453	0.2226046905
1454	0.2225944212
1455	0.2225865495
1456	0.2225737199
1457	0.2225591276
1458	0.2225502118
1459	0.2225414387
1460	0.2225250062
1461	0.2225126368
1462	0.2225034966
1463	0.2224881279
1464	0.2224728748
1465	0.2224637984
1466	0.2224496467
1467	0.2224416336
1468	0.2224255925
1469	0.2224161707
1470	0.2224068626
1471	0.2224066383
1472	0.2223960414
1473	0.222387316
1474	0.2223715634
1475	0.2223714284
1476	0.2223589421
1477	0.2223458776
1478	0.2223436744
1479	0.2223318409
1480	0.2223179253
1481	0.2223056431
1482	0.2222890495
1483	0.2222783715
1484	0.2222680605
1485	0.2222556418
1486	0.2222435465
1487	0.2222300101
1488	0.2222150824
1489	0.2222029951
1490	0.2221925816
1491	0.2221802897
1492	0.2221670051
1493	0.2221525131
1494	0.222143383
1495	0.2221364103
1496	0.2221300112
1497	0.2221170545
1498	0.2221068086
1499	0.222096319
